S.No,InvoiceNo,Date,Country,ProductID,Shop,Gender,Size (US),UnitPrice,Discount,SalePrice
1897,54003,41891.11611,United Kingdom,2190,UK2,Male,9,199,0.3,139.3
1898,54004,41891.28611,United States,2182,US13,Male,10,189,0,189
1899,54005,41891.45611,Germany,2213,GER2,Female,7,159,0,159
1900,54006,41891.48611,United States,2151,US15,Female,5.5,159,0,159
1901,54006,41891.48611,United States,2185,US15,Male,10.5,179,0.3,125.3
1902,54007,41891.54611,United States,2208,US10,Male,10.5,149,0,149
1903,54008,41891.84611,Canada,2204,CAN6,Male,10,179,0,179
1904,54009,41891.88611,United States,2165,US6,Male,10,159,0,159
1905,54010,41891.89611,Germany,2225,GER2,Female,10,179,0,179
1906,54011,41891.89611,Germany,2177,GER3,Male,10,169,0,169
1907,54012,41891.91611,Germany,2207,GER2,Female,9,149,0.5,74.5
1908,54013,41892.45611,Canada,2187,CAN1,Male,9.5,159,0,159
1909,54014,41892.71611,Germany,2207,GER1,Male,8,159,0.5,79.5
1910,54015,41892.89611,Germany,2162,GER1,Female,10,199,0,199
1911,54016,41892.89611,Germany,2229,GER2,Male,9,199,0.2,159.2
1912,54017,41892.91611,United Kingdom,2184,UK2,Male,9.5,169,0,169
1913,54018,41893.14611,United States,2195,US13,Male,14,139,0,139
1914,54019,41893.66611,Canada,2239,CAN3,Female,6.5,169,0,169
1915,54020,41893.71611,United Kingdom,2226,UK2,Female,8,129,0,129
1916,54021,41893.84611,United States,2195,US6,Male,11,189,0,189
1917,54022,41893.89611,United States,2201,US14,Female,7.5,159,0,159
1918,54022,41893.89611,United States,2151,US10,Male,9.5,179,0,179
1919,54023,41894.14611,United States,2162,US13,Male,9,149,0,149
1920,54024,41894.53611,Germany,2156,GER2,Female,9,149,0.3,104.3
1921,54025,41894.53611,United Kingdom,2202,UK1,Male,9.5,189,0.3,132.3
1922,54026,41894.66611,Canada,2230,CAN1,Female,6.5,179,0,179
1923,54027,41894.71611,United Kingdom,2211,UK1,Female,8,179,0.3,125.3
1924,54028,41894.84611,United States,2183,US5,Female,10,169,0.5,84.5
1925,54029,41894.90611,United States,2185,US8,Female,8,179,0.1,161.1
1926,54029,41894.90611,United States,2149,US10,Male,9,139,0.2,111.2
1927,54030,41895.14611,Germany,2221,GER3,Female,8.5,169,0,169
1928,54031,41895.53611,United Kingdom,2149,UK1,Male,10.5,129,0.1,116.1
1929,54031,41895.53611,United Kingdom,2202,UK1,Male,9.5,189,0.3,132.3
1930,54032,41895.66611,Canada,2227,CAN6,Female,6.5,189,0.1,170.1
1931,54033,41895.76611,United States,2230,US2,Male,7.5,189,0,189
1932,54034,41895.84611,United States,2197,US1,Female,10,159,0.3,111.3
1933,54035,41895.90611,United States,2200,US8,Male,9,189,0,189
1934,54036,41895.90611,Germany,2183,GER1,Male,8.5,139,0,139
1935,54037,41896.47611,Germany,2203,GER1,Female,10,129,0,129
1936,54038,41896.47611,United States,2219,US14,Male,9,179,0.3,125.3
1937,54039,41896.53611,United Kingdom,2199,UK2,Male,11,169,0.3,118.3
1938,54039,41896.53611,United Kingdom,2149,UK1,Male,10.5,129,0.1,116.1
1939,54040,41896.76611,United States,2178,US14,Male,10,169,0,169
1940,54041,41896.90611,United States,2194,US4,Female,8,179,0.1,161.1
1941,54041,41896.90611,United States,2198,US12,Male,11,139,0,139
1942,54042,41897.01611,Germany,2179,GER2,Female,9,159,0.1,143.1
1943,54043,41897.10611,Germany,2201,GER3,Female,9,149,0.2,119.2
1944,54044,41897.47611,United States,2149,US10,Male,9,139,0.2,111.2
1945,54044,41897.47611,United States,2219,US14,Male,9,179,0.3,125.3
1946,54045,41897.76611,Canada,2152,CAN1,Female,12,159,0,159
1947,54046,41897.79611,United Kingdom,2209,UK3,Male,10,189,0.3,132.3
1948,54047,41898.01611,Germany,2156,GER2,Female,9,149,0.3,104.3
1949,54048,41898.10611,Germany,2172,GER2,Female,9,189,0,189
1950,54049,41898.47611,United States,2200,US8,Male,9,189,0,189
1951,54049,41898.47611,United States,2149,US10,Male,9,139,0.2,111.2
1952,54050,41898.64611,United States,2210,US15,Male,8.5,169,0,169
1953,54051,41898.79611,United Kingdom,2238,UK1,Male,8,159,0.5,79.5
1954,54052,41899.01611,United Kingdom,2202,UK1,Male,9.5,189,0.3,132.3
1955,54053,41899.10611,Germany,2185,GER1,Female,9,159,0,159
1956,54054,41899.57611,United Kingdom,2174,UK3,Male,10.5,159,0,159
1957,54055,41899.64611,Germany,2203,GER1,Female,10,129,0,129
1958,54056,41899.79611,United Kingdom,2162,UK1,Female,9,139,0.1,125.1
1959,54057,41900.39611,Canada,2196,CAN6,Male,8.5,179,0.5,89.5
1960,54058,41900.57611,United Kingdom,2180,UK1,Male,10.5,179,0.1,161.1
1961,54059,41900.64611,United States,2219,US14,Male,9,179,0.3,125.3
1962,54060,41901.27611,United States,2148,US12,Female,11.5,169,0.1,152.1
1963,54061,41901.27611,Germany,2158,GER3,Male,10.5,149,0,149
1964,54062,41901.33611,Germany,2172,GER2,Female,7.5,189,0.3,132.3
1965,54063,41901.39611,United States,2148,US7,Female,7,199,0.1,179.1
1966,54064,41901.57611,United States,2216,US15,Female,9,139,0,139
1967,54065,41902.00611,United States,2216,US7,Male,10.5,189,0.2,151.2
1968,54066,41902.27611,Canada,2174,CAN3,Female,8.5,169,0,169
1969,54067,41902.27611,United States,2171,US15,Female,11.5,149,0.3,104.3
1970,54068,41902.27611,Germany,2151,GER3,Male,10.5,149,0.1,134.1
1971,54069,41902.33611,Germany,2199,GER2,Male,7,199,0.2,159.2
1972,54070,41902.39611,United States,2213,US14,Female,7,199,0.2,159.2
1973,54071,41902.41611,Germany,2172,GER1,Female,10,199,0,199
1974,54072,41903.00611,United States,2213,US13,Male,10.5,149,0.1,134.1
1975,54073,41903.27611,United States,2190,US15,Male,8.5,189,0.5,94.5
1976,54073,41903.27611,United States,2219,US15,Female,7.5,159,0,159
1977,54073,41903.27611,United States,2181,US15,Female,11.5,189,0,189
1978,54074,41903.33611,Germany,2157,GER3,Female,7.5,159,0.5,79.5
1979,54075,41903.34611,United States,2221,US1,Male,8.5,129,0.1,116.1
1980,54076,41903.34611,Germany,2211,GER3,Male,10,159,0,159
1981,54077,41903.41611,United States,2216,US7,Male,10.5,189,0.2,151.2
1982,54078,41903.58611,Germany,2221,GER1,Female,7,139,0.3,97.3
1983,54079,41903.58611,Canada,2219,CAN5,Male,9.5,149,0,149
1984,54080,41903.76611,United States,2207,US14,Male,10.5,179,0.5,89.5
1985,54081,41904.00611,United States,2210,US15,Male,8.5,169,0,169
1986,54082,41904.27611,United States,2177,US15,Male,14,159,0.1,143.1
1987,54083,41904.34611,Germany,2172,GER3,Male,9.5,189,0,189
1988,54083,41904.34611,Germany,2225,GER2,Female,10.5,169,0,169
1989,54084,41904.38611,United Kingdom,2217,UK1,Male,11,199,0.3,139.3
1990,54085,41904.41611,United States,2213,US13,Male,10.5,149,0.1,134.1
1991,54086,41904.50611,United States,2218,US10,Female,11.5,139,0.1,125.1
1992,54087,41904.58611,Canada,2200,CAN6,Male,11,129,0,129
1993,54087,41904.58611,Canada,2219,CAN5,Male,9.5,149,0,149
1994,54088,41904.76611,Germany,2172,GER1,Female,10,199,0,199
1995,54089,41904.95611,Germany,2186,GER2,Female,9,149,0.2,119.2
1996,54090,41904.95611,United States,2219,US12,Male,10.5,169,0.1,152.1
1997,54091,41904.99611,United States,2188,US15,Male,12,169,0,169
1998,54092,41905.28611,Germany,2192,GER2,Male,15,199,0.3,139.3
1999,54093,41905.28611,Canada,2177,CAN5,Female,8,149,0,149
2000,54094,41905.34611,Germany,2182,GER2,Male,10.5,149,0,149
2001,54094,41905.34611,Germany,2165,GER1,Female,10.5,179,0.2,143.2
2002,54095,41905.38611,United Kingdom,2216,UK4,Female,9,189,0.1,170.1
2003,54096,41905.50611,United States,2179,US14,Female,11.5,129,0.3,90.3
2004,54097,41905.58611,Canada,2239,CAN5,Male,15,159,0.3,111.3
2005,54097,41905.58611,Canada,2200,CAN6,Male,11,129,0,129
2006,54098,41905.76611,United States,2216,US7,Male,10.5,189,0.2,151.2
2007,54099,41905.95611,Germany,2172,GER1,Female,9,149,0,149
2008,54100,41905.95611,United Kingdom,2199,UK3,Female,8.5,129,0,129
2009,54101,41905.99611,Canada,2174,CAN3,Female,8.5,169,0,169
2010,54102,41906.25611,Canada,2201,CAN6,Male,10,149,0.5,74.5
2011,54103,41906.28611,Canada,2177,CAN5,Female,8,149,0,149
2012,54104,41906.28611,Germany,2211,GER3,Male,10,159,0,159
2013,54105,41906.38611,United Kingdom,2167,UK2,Female,9,179,0,179
2014,54106,41906.50611,United States,2148,US12,Female,11.5,149,0.5,74.5
2015,54107,41906.70611,United States,2195,US15,Female,9,159,0.1,143.1
2016,54108,41906.95611,United Kingdom,2178,UK2,Female,8.5,139,0,139
2017,54108,41906.95611,United Kingdom,2176,UK3,Male,10,159,0,159
2018,54109,41906.96611,Germany,2197,GER2,Male,15,189,0.5,94.5
2019,54110,41906.99611,United States,2190,US15,Male,8.5,189,0.5,94.5
2020,54111,41907.25611,Germany,2221,GER1,Female,7,139,0.3,97.3
2021,54112,41907.28611,Germany,2172,GER3,Male,9.5,189,0,189
2022,54112,41907.28611,Germany,2211,GER3,Male,10,159,0,159
2023,54113,41907.69611,Germany,2236,GER3,Female,7,179,0,179
2024,54114,41907.70611,United Kingdom,2198,UK2,Male,8.5,179,0,179
2025,54115,41907.96611,Germany,2207,GER1,Male,8,159,0.5,79.5
2026,54116,41908.25611,Canada,2219,CAN5,Male,9.5,149,0,149
2027,54117,41908.30611,Germany,2224,GER3,Male,9,179,0,179
2028,54118,41908.69611,Germany,2224,GER1,Female,10,189,0.2,151.2
2029,54119,41908.69611,United States,2239,US8,Male,9.5,129,0.3,90.3
2030,54120,41908.69611,Germany,2157,GER3,Female,7,149,0.3,104.3
2031,54121,41908.70611,United States,2192,US15,Female,9,159,0.3,111.3
2032,54122,41908.96611,United Kingdom,2226,UK2,Female,8,129,0,129
2033,54123,41909.25611,Canada,2195,CAN7,Female,7.5,129,0.3,90.3
2034,54124,41909.30611,Germany,2165,GER1,Male,10,189,0.5,94.5
2035,54125,41909.45611,Germany,2213,GER1,Male,9.5,199,0.3,139.3
2036,54126,41909.53611,Germany,2237,GER1,Female,7,149,0.3,104.3
2037,54127,41909.63611,Canada,2210,CAN3,Female,8.5,199,0.5,99.5
2038,54128,41909.68611,Canada,2209,CAN6,Male,10.5,169,0.3,118.3
2039,54129,41909.69611,United States,2204,US11,Male,9,139,0,139
2040,54129,41909.69611,United States,2239,US8,Male,9.5,129,0.3,90.3
2041,54130,41909.69611,Germany,2189,GER2,Female,7,139,0.5,69.5
2042,54131,41909.90611,United States,2195,US4,Male,11,169,0.1,152.1
2043,54132,41909.90611,United Kingdom,2191,UK1,Male,9.5,179,0.2,143.2
2044,54133,41909.90611,United States,2225,US15,Female,8,129,0,129
2045,54133,41909.90611,United States,2178,US15,Male,8.5,179,0.2,143.2
2046,54134,41910.25611,Canada,2153,CAN1,Male,9,139,0,139
2047,54135,41910.30611,United Kingdom,2187,UK3,Female,7.5,199,0,199
2048,54136,41910.45611,Germany,2160,GER1,Male,10.5,199,0,199
2049,54137,41910.53611,Canada,2154,CAN6,Male,9.5,139,0,139
2050,54138,41910.63611,Canada,2225,CAN1,Female,8.5,189,0,189
2051,54139,41910.68611,Germany,2237,GER1,Female,7,149,0.3,104.3
2052,54140,41910.69611,United States,2207,US14,Male,10.5,179,0.5,89.5
2053,54140,41910.69611,United States,2204,US11,Male,9,139,0,139
2054,54141,41910.79611,Germany,2165,GER1,Male,11.5,189,0.3,132.3
2055,54142,41910.90611,United States,2178,US15,Female,9,149,0,149
2056,54142,41910.90611,United States,2226,US15,Female,10,129,0,129
2057,54143,41910.90611,Canada,2237,CAN5,Female,8.5,199,0,199
2058,54144,41910.90611,United States,2238,US15,Female,8,129,0.1,116.1
2059,54145,41911.25611,Canada,2171,CAN6,Female,7.5,189,0.3,132.3
2060,54146,41911.45611,Germany,2192,GER2,Male,15,199,0.3,139.3
2061,54147,41911.47611,United States,2208,US2,Male,10,179,0.1,161.1
2062,54148,41911.53611,Canada,2201,CAN6,Male,10,149,0.5,74.5
2063,54149,41911.63611,United States,2188,US15,Male,12,169,0,169
2064,54150,41911.68611,Canada,2154,CAN6,Male,9.5,139,0,139
2065,54151,41911.79611,Germany,2213,GER1,Male,9.5,199,0.3,139.3
2066,54152,41911.90611,United States,2178,US15,Female,8,129,0,129
2067,54152,41911.90611,United States,2206,US15,Male,8,139,0.3,97.3
2068,54152,41911.90611,United States,2195,US15,Female,9,159,0.1,143.1
2069,54152,41911.90611,United States,2213,US15,Female,10,199,0,199
2070,54153,41912.06611,United States,2230,US15,Female,7.5,179,0,179
2071,54154,41912.28611,United States,2151,US4,Male,9.5,149,0,149
2072,54155,41912.47611,Germany,2224,GER1,Female,10,189,0.2,151.2
2073,54156,41912.79611,Germany,2160,GER1,Male,10.5,199,0,199
2074,54157,41912.88611,Canada,2211,CAN3,Female,8.5,179,0.1,161.1
2075,54158,41913.06611,United States,2205,US15,Female,7.5,159,0.1,143.1
2076,54159,41913.28611,United States,2162,US15,Male,9.5,169,0.2,135.2
2077,54160,41913.47611,United States,2239,US8,Male,9.5,129,0.3,90.3
2078,54161,41913.79611,Canada,2237,CAN6,Female,8,199,0.3,139.3
2079,54161,41913.79611,Canada,2153,CAN6,Female,8,189,0,189
2080,54162,41913.79611,Germany,2179,GER2,Male,9.5,149,0,149
2081,54162,41913.79611,Germany,2173,GER3,Male,9.5,159,0.2,127.2
2082,54163,41913.88611,Canada,2190,CAN6,Female,8.5,169,0.2,135.2
2083,54164,41914.06611,United States,2155,US15,Female,7.5,199,0,199
2084,54165,41914.28611,United Kingdom,2181,UK3,Female,10,139,0,139
2085,54166,41914.64611,Canada,2149,CAN3,Female,7,149,0,149
2086,54166,41914.64611,Canada,2176,CAN6,Male,8.5,129,0,129
2087,54167,41914.79611,Canada,2237,CAN6,Female,8,199,0.3,139.3
2088,54168,41914.79611,Germany,2165,GER1,Male,11.5,189,0.3,132.3
2089,54168,41914.79611,Germany,2179,GER2,Male,9.5,149,0,149
2090,54168,41914.79611,Germany,2173,GER3,Male,9.5,159,0.2,127.2
2091,54169,41914.88611,United States,2178,US15,Male,8.5,179,0.2,143.2
2092,54170,41915.32611,Germany,2160,GER1,Female,9,149,0.3,104.3
2093,54171,41915.64611,Canada,2170,CAN3,Female,7,149,0,149
2094,54171,41915.64611,Canada,2216,CAN1,Male,6,139,0.2,111.2
2095,54172,41915.77611,Germany,2204,GER1,Male,10.5,199,0,199
2096,54173,41915.79611,Germany,2213,GER1,Male,9.5,199,0.3,139.3
2097,54173,41915.79611,Germany,2165,GER1,Male,11.5,189,0.3,132.3
2098,54173,41915.79611,Germany,2179,GER2,Male,9.5,149,0,149
2099,54173,41915.79611,Germany,2173,GER3,Male,9.5,159,0.2,127.2
2100,54174,41916.32611,Germany,2201,GER3,Female,9,149,0.2,119.2
2101,54175,41916.56611,United Kingdom,2231,UK5,Male,9,159,0.2,127.2
2102,54176,41916.56611,United States,2220,US15,Female,8,179,0.2,143.2
2103,54177,41916.56611,Germany,2239,GER1,Male,10.5,189,0.1,170.1
2104,54178,41916.64611,Canada,2177,CAN5,Female,7,149,0.1,134.1
2105,54178,41916.64611,Canada,2209,CAN6,Male,10.5,169,0.3,118.3
2106,54179,41916.77611,United Kingdom,2206,UK4,Female,8,179,0,179
2107,54180,41917.29611,Canada,2200,CAN2,Male,10.5,139,0.2,111.2
2108,54181,41917.29611,Germany,2185,GER1,Female,7,149,0,149
2109,54182,41917.32611,Germany,2172,GER2,Female,9,189,0,189
2110,54183,41917.56611,United Kingdom,2191,UK1,Male,9.5,179,0.2,143.2
2111,54184,41917.56611,United States,2230,US15,Female,7.5,179,0,179
2112,54184,41917.56611,United States,2225,US15,Female,8,129,0,129
2113,54185,41917.77611,United Kingdom,2156,UK4,Female,8,159,0.1,143.1
2114,54186,41918.24611,United States,2160,US8,Male,11,179,0.3,125.3
2115,54187,41918.24611,Germany,2232,GER1,Female,8,159,0,159
2116,54188,41918.28611,United Kingdom,2235,UK4,Male,9.5,199,0.2,159.2
2117,54189,41918.29611,Germany,2185,GER1,Female,7,149,0,149
2118,54190,41918.29611,Canada,2176,CAN6,Male,8.5,129,0,129
2119,54191,41918.48611,United States,2175,US15,Female,8,199,0.5,99.5
2120,54191,41918.48611,United States,2154,US13,Male,9.5,159,0,159
2121,54192,41918.49611,Canada,2183,CAN1,Female,10,199,0.1,179.1
2122,54193,41918.56611,United States,2205,US15,Female,7.5,159,0.1,143.1
2123,54193,41918.56611,United States,2238,US15,Female,8,129,0.1,116.1
2124,54193,41918.56611,United States,2178,US15,Female,9,149,0,149
2125,54194,41919.24611,Germany,2151,GER2,Female,10,189,0.1,170.1
2126,54195,41919.24611,Canada,2152,CAN5,Female,8,129,0.5,64.5
2127,54196,41919.26611,Germany,2211,GER2,Male,8.5,199,0.2,159.2
2128,54197,41919.28611,Germany,2216,GER2,Female,9,199,0.3,139.3
2129,54198,41919.29611,Canada,2216,CAN1,Male,6,139,0.2,111.2
2130,54198,41919.29611,Canada,2176,CAN6,Male,8.5,129,0,129
2131,54199,41919.48611,United States,2220,US15,Female,8,179,0.2,143.2
2132,54199,41919.48611,United States,2192,US13,Male,11.5,159,0.3,111.3
2133,54200,41919.49611,Canada,2211,CAN5,Female,10,159,0,159
2134,54201,41920.12611,United States,2200,US15,Female,7,159,0.5,79.5
2135,54202,41920.24611,Germany,2165,GER3,Male,11.5,159,0.1,143.1
2136,54202,41920.24611,Germany,2174,GER1,Female,10,139,0,139
2137,54203,41920.26611,Germany,2242,GER2,Male,9.5,179,0,179
2138,54204,41920.28611,United Kingdom,2195,UK3,Male,10.5,189,0.1,170.1
2139,54205,41920.48611,United States,2225,US15,Female,8,129,0,129
2140,54205,41920.48611,United States,2164,US15,Female,8.5,189,0,189
2141,54206,41920.49611,Canada,2182,CAN7,Female,10,199,0.1,179.1
2142,54207,41920.79611,United States,2163,US14,Female,9.5,169,0,169
2143,54208,41921.12611,Canada,2191,CAN5,Male,9.5,149,0.1,134.1
2144,54209,41921.26611,Germany,2172,GER2,Female,7.5,189,0.3,132.3
2145,54210,41921.59611,United States,2226,US13,Male,10,129,0,129
2146,54211,41921.79611,United States,2191,US9,Male,10.5,199,0,199
2147,54212,41922.12611,United States,2184,US15,Female,7,169,0.2,135.2
2148,54213,41922.14611,United Kingdom,2188,UK5,Male,10,129,0,129
2149,54214,41922.57611,Canada,2204,CAN6,Male,8.5,139,0,139
2150,54214,41922.57611,Canada,2150,CAN6,Male,10,129,0.5,64.5
2151,54215,41922.59611,Germany,2184,GER3,Female,8.5,179,0,179
2152,54216,41922.79611,United States,2182,US10,Female,9.5,139,0,139
2153,54216,41922.79611,United States,2152,US15,Male,10.5,179,0,179
2154,54217,41922.79611,Canada,2154,CAN7,Female,8.5,179,0,179
2155,54218,41923.06611,United States,2165,US13,Male,10,149,0,149
2156,54219,41923.14611,United Kingdom,2217,UK1,Male,11,199,0.3,139.3
2157,54220,41923.28611,Canada,2235,CAN3,Male,9.5,129,0.2,103.2
2158,54221,41923.57611,Canada,2214,CAN5,Male,9.5,169,0,169
2159,54221,41923.57611,Canada,2204,CAN6,Male,8.5,139,0,139
2160,54222,41923.58611,United States,2192,US15,Male,8.5,169,0,169
2161,54223,41923.58611,Germany,2178,GER2,Male,9.5,179,0,179
2162,54224,41923.59611,Germany,2223,GER1,Female,8.5,199,0,199
2163,54225,41923.79611,Canada,2154,CAN7,Female,8.5,179,0,179
2164,54226,41923.79611,United States,2201,US15,Male,11.5,169,0.3,118.3
2165,54227,41924.06611,Germany,2236,GER2,Female,10,199,0,199
2166,54228,41924.14611,United Kingdom,2216,UK4,Female,9,189,0.1,170.1
2167,54229,41924.28611,Canada,2150,CAN6,Male,10,129,0.5,64.5
2168,54230,41924.57611,United Kingdom,2173,UK5,Male,9,169,0.1,152.1
2169,54231,41924.57611,Canada,2200,CAN2,Male,10.5,139,0.2,111.2
2170,54231,41924.57611,Canada,2214,CAN5,Male,9.5,169,0,169
2171,54232,41924.58611,United States,2192,US15,Female,10,139,0,139
2172,54233,41924.58611,Germany,2213,GER1,Male,6,129,0.2,103.2
2173,54234,41924.79611,United States,2217,US15,Male,15,149,0,149
2174,54234,41924.79611,United States,2201,US15,Male,11.5,169,0.3,118.3
2175,54235,41925.06611,United States,2208,US2,Male,10,179,0.1,161.1
2176,54236,41925.28611,United States,2188,US10,Male,8.5,169,0,169
2177,54237,41925.28611,Canada,2204,CAN6,Male,8.5,139,0,139
2178,54238,41925.57611,United Kingdom,2217,UK3,Male,10.5,159,0.2,127.2
2179,54239,41925.58611,United States,2205,US9,Female,7.5,149,0.3,104.3
2180,54239,41925.58611,United States,2165,US13,Male,10,149,0,149
2181,54240,41926.09611,Germany,2160,GER2,Male,8.5,139,0.3,97.3
2182,54241,41926.11611,United States,2150,US8,Male,9.5,199,0,199
2183,54241,41926.11611,United States,2235,US15,Female,10,129,0.3,90.3
2184,54241,41926.11611,United States,2203,US15,Female,10,129,0.2,103.2
2185,54242,41926.28611,United States,2239,US15,Female,9.5,199,0,199
2186,54243,41926.37611,Canada,2183,CAN2,Male,10,149,0.1,134.1
2187,54244,41926.57611,United Kingdom,2235,UK4,Male,9.5,199,0.2,159.2
2188,54245,41927.09611,Germany,2180,GER2,Female,7.5,129,0.2,103.2
2189,54246,41927.11611,United States,2161,US15,Male,10,139,0,139
2190,54246,41927.11611,United States,2190,US1,Male,10.5,149,0,149
2191,54246,41927.11611,United States,2235,US15,Female,10,129,0.3,90.3
2192,54247,41927.18611,United States,2167,US8,Female,8,159,0.2,127.2
2193,54247,41927.18611,United States,2217,US12,Male,9.5,129,0,129
2194,54248,41927.28611,United States,2147,US15,Female,9.5,159,0,159
2195,54249,41927.37611,Canada,2235,CAN3,Male,9.5,129,0.2,103.2
2196,54250,41927.38611,Canada,2203,CAN3,Male,12,149,0.5,74.5
2197,54251,41927.71611,Germany,2221,GER3,Male,10,169,0,169
2198,54252,41928.09611,Germany,2196,GER2,Female,7.5,149,0,149
2199,54253,41928.11611,United States,2163,US14,Female,9.5,169,0,169
2200,54253,41928.11611,United States,2192,US15,Male,8.5,169,0,169
2201,54253,41928.11611,United States,2190,US1,Male,10.5,149,0,149
2202,54254,41928.18611,United States,2149,US7,Female,8,199,0,199
2203,54254,41928.18611,United States,2182,US10,Female,9,139,0.1,125.1
2204,54255,41928.37611,Canada,2150,CAN6,Male,10,129,0.5,64.5
2205,54256,41928.38611,Canada,2183,CAN2,Male,10,149,0.1,134.1
2206,54257,41928.70611,Germany,2170,GER2,Female,7,129,0,129
2207,54258,41928.70611,Canada,2232,CAN2,Male,9,179,0,179
2208,54258,41928.70611,Canada,2228,CAN1,Male,9,189,0.2,151.2
2209,54258,41928.70611,Canada,2148,CAN6,Male,9.5,179,0,179
2210,54259,41928.71611,Germany,2222,GER3,Male,10,179,0.1,161.1
2211,54260,41929.13611,Germany,2241,GER2,Female,8,179,0.1,161.1
2212,54260,41929.13611,Germany,2206,GER2,Male,12,149,0,149
2213,54261,41929.18611,United States,2185,US8,Female,8,179,0.1,161.1
2214,54261,41929.18611,United States,2163,US10,Female,9,169,0.3,118.3
2215,54262,41929.36611,United States,2187,US15,Male,9,159,0,159
2216,54263,41929.38611,Canada,2235,CAN3,Male,9.5,129,0.2,103.2
2217,54264,41929.70611,Canada,2203,CAN3,Male,12,149,0.5,74.5
2218,54264,41929.70611,Canada,2232,CAN2,Male,9,179,0,179
2219,54264,41929.70611,Canada,2228,CAN1,Male,9,189,0.2,151.2
2220,54264,41929.70611,Canada,2148,CAN6,Male,9.5,179,0,179
2221,54265,41929.71611,Germany,2150,GER1,Male,10,169,0,169
2222,54266,41929.91611,United Kingdom,2160,UK3,Male,9.5,169,0,169
2223,54267,41930.13611,Germany,2221,GER3,Male,10,169,0,169
2224,54267,41930.13611,Germany,2241,GER2,Female,8,179,0.1,161.1
2225,54268,41930.20611,United States,2233,US11,Female,9.5,159,0,159
2226,54269,41930.36611,Canada,2214,CAN5,Female,8.5,199,0,199
2227,54270,41930.70611,Canada,2183,CAN2,Male,10,149,0.1,134.1
2228,54270,41930.70611,Canada,2203,CAN3,Male,12,149,0.5,74.5
2229,54270,41930.70611,Canada,2232,CAN2,Male,9,179,0,179
2230,54270,41930.70611,Canada,2228,CAN1,Male,9,189,0.2,151.2
2231,54271,41930.91611,United Kingdom,2173,UK5,Male,9,169,0.1,152.1
2232,54272,41931.07611,United Kingdom,2186,UK3,Male,11,199,0,199
2233,54273,41931.13611,Germany,2222,GER3,Male,10,179,0.1,161.1
2234,54273,41931.13611,Germany,2221,GER3,Male,10,169,0,169
2235,54274,41931.20611,United States,2163,US9,Female,9.5,129,0.1,116.1
2236,54275,41931.36611,United States,2152,US15,Male,10.5,179,0,179
2237,54276,41931.85611,Germany,2239,GER1,Female,8,199,0,199
2238,54277,41931.91611,United Kingdom,2217,UK3,Male,10.5,159,0.2,127.2
2239,54278,41932.06611,United States,2171,US15,Female,4.5,199,0.3,139.3
2240,54279,41932.07611,United Kingdom,2160,UK3,Male,9.5,169,0,169
2241,54280,41932.20611,United States,2233,US1,Female,9.5,149,0.3,104.3
2242,54281,41932.41611,United Kingdom,2151,UK5,Male,10,179,0.3,125.3
2243,54282,41932.41611,Canada,2218,CAN2,Male,10.5,179,0,179
2244,54283,41932.78611,United States,2178,US15,Male,9.5,159,0.1,143.1
2245,54284,41932.85611,Germany,2147,GER2,Male,7,129,0,129
2246,54285,41932.93611,United Kingdom,2221,UK3,Male,8,139,0,139
2247,54285,41932.93611,United Kingdom,2156,UK1,Male,11.5,199,0,199
2248,54285,41932.93611,United Kingdom,2198,UK1,Male,10.5,189,0,189
2249,54286,41933.06611,United States,2223,US15,Female,4.5,199,0,199
2250,54287,41933.07611,United Kingdom,2173,UK5,Male,9,169,0.1,152.1
2251,54288,41933.13611,Germany,2197,GER2,Male,8.5,129,0,129
2252,54289,41933.41611,Canada,2161,CAN3,Female,9,159,0.5,79.5
2253,54290,41933.41611,Germany,2170,GER2,Female,7,129,0,129
2254,54291,41933.78611,United States,2167,US8,Female,8,159,0.2,127.2
2255,54292,41933.83611,United States,2212,US13,Female,10,129,0,129
2256,54293,41933.85611,Germany,2227,GER2,Female,8,189,0,189
2257,54294,41933.93611,United Kingdom,2186,UK3,Male,11,199,0,199
2258,54294,41933.93611,United Kingdom,2221,UK3,Male,8,139,0,139
2259,54294,41933.93611,United Kingdom,2156,UK1,Male,11.5,199,0,199
2260,54295,41934.06611,United States,2202,US15,Female,4.5,139,0,139
2261,54296,41934.13611,Germany,2150,GER1,Male,9.5,139,0,139
2262,54297,41934.19611,Germany,2207,GER1,Female,9,169,0,169
2263,54298,41934.41611,Canada,2148,CAN6,Male,9.5,179,0,179
2264,54298,41934.41611,Canada,2216,CAN2,Female,9,189,0,189
2265,54299,41934.52611,Germany,2180,GER2,Male,7.5,149,0,149
2266,54300,41934.62611,Canada,2148,CAN3,Male,10,139,0.5,69.5
2267,54301,41934.78611,United States,2149,US7,Female,8,199,0,199
2268,54302,41934.83611,United States,2230,US12,Male,10.5,179,0,179
2269,54303,41934.93611,United Kingdom,2160,UK3,Male,9.5,169,0,169
2270,54303,41934.93611,United Kingdom,2186,UK3,Male,11,199,0,199
2271,54303,41934.93611,United Kingdom,2221,UK3,Male,8,139,0,139
2272,54304,41935.13611,Germany,2206,GER2,Male,12,149,0,149
2273,54305,41935.19611,United Kingdom,2198,UK1,Male,10.5,189,0,189
2274,54306,41935.24611,United States,2181,US15,Male,10,179,0.2,143.2
